number,Single Thread,ThreadPoolExecutor,multiprocessing_Pool,multiprocessing_Process_Queue
767,0,0,0,0
808,0,0,0,0
600,0,0,0,0
699,0,0,0,0
504,0,0,0,0
285,0,0,0,0
507,0,0,0,0
634,0,0,0,0
849,0,0,0,0
997,1,1,1,0
810,0,0,0,1
817,0,0,0,0
55,0,0,0,0
961,0,0,0,0
497,0,0,0,0
542,0,0,0,0
495,0,0,0,0
440,0,0,0,0
39,0,0,0,0
523,1,1,1,1
823,1,1,1,1
591,0,0,0,0
319,0,0,0,0
784,0,0,0,0
29,1,1,1,1
786,0,0,0,0
585,0,0,0,0
460,0,0,0,0
616,0,0,0,0
856,0,0,0,0
73,1,1,1,1
172,0,0,0,0
599,1,1,1,1
959,0,0,0,0
419,1,1,1,1
246,0,0,0,0
505,0,0,0,0
464,0,0,0,0
727,1,1,1,1
743,1,1,1,1
499,1,1,1,1
1,0,0,0,0
266,0,0,0,0
927,0,0,0,0
131,1,1,1,1
630,0,0,0,0
75,0,0,0,0
490,0,0,0,0
238,0,0,0,0
326,0,0,0,0
449,1,1,1,1
608,0,0,0,0
674,0,0,0,0
901,0,0,0,0
389,1,1,1,1
34,0,0,0,0
533,0,0,0,0
581,0,0,0,0
542,0,0,0,0
751,1,1,1,1
313,1,1,1,1
787,1,1,1,0
648,0,0,0,1
40,0,0,0,0
279,0,0,0,0
106,0,0,0,0
606,0,0,0,0
684,0,0,0,0
26,0,0,0,0
240,0,0,0,0
386,0,0,0,0
167,1,1,1,1
115,0,0,0,0
852,0,0,0,0
764,0,0,0,0
584,0,0,0,0
808,0,0,0,0
470,0,0,0,0
430,0,0,0,0
653,1,1,1,0
844,0,0,0,1
699,0,0,0,0
955,0,0,0,0
819,0,0,0,0
136,0,0,0,0
773,1,1,1,1
931,0,0,0,0
362,0,0,0,0
772,0,0,0,0
518,0,0,0,0
144,0,0,0,0
695,0,0,0,0
266,0,0,0,0
73,1,1,1,1
470,0,0,0,0
986,0,0,0,0
455,0,0,0,0
954,0,0,0,0
121,0,0,0,0
855,0,0,0,0
346,0,0,0,0
527,0,0,0,0
92,0,0,0,0
862,0,0,0,0
176,0,0,0,0
31,1,1,1,1
838,0,0,0,0
886,0,0,0,0
216,0,0,0,0
316,0,0,0,0
881,1,1,1,1
196,0,0,0,0
390,0,0,0,0
83,1,1,1,1
124,0,0,0,0
163,1,1,1,1
785,0,0,0,0
912,0,0,0,0
863,1,1,1,1
536,0,0,0,0
293,1,1,1,1
882,0,0,0,0
604,0,0,0,0
536,0,0,0,0
960,0,0,0,0
180,0,0,0,0
25,0,0,0,0
654,0,0,0,0
486,0,0,0,0
968,0,0,0,0
70,0,0,0,0
230,0,0,0,0
572,0,0,0,0
762,0,0,0,0
99,0,0,0,0
156,0,0,0,0
24,0,0,0,0
597,0,0,0,0
687,0,0,0,0
51,0,0,0,0
108,0,0,0,0
844,0,0,0,0
505,0,0,0,0
780,0,0,0,0
642,0,0,0,0
59,1,1,1,1
771,0,0,0,0
847,0,0,0,0
923,0,0,0,0
20,0,0,0,0
756,0,0,0,0
931,0,0,0,0
114,0,0,0,0
31,1,1,1,1
17,1,1,1,1
562,0,0,0,0
396,0,0,0,0
327,0,0,0,0
24,0,0,0,0
196,0,0,0,0
617,1,1,1,1
499,1,1,1,1
199,1,1,1,1
750,0,0,0,0
132,0,0,0,0
566,0,0,0,0
795,0,0,0,0
838,0,0,0,0
542,0,0,0,0
651,0,0,0,0
202,0,0,0,0
92,0,0,0,0
46,0,0,0,0
609,0,0,0,0
832,0,0,0,0
901,0,0,0,0
689,0,0,0,0
607,1,1,1,1
280,0,0,0,0
384,0,0,0,0
909,0,0,0,0
411,0,0,0,0
957,0,0,0,0
986,0,0,0,0
73,1,1,1,1
341,0,0,0,0
877,1,1,1,1
804,0,0,0,0
705,0,0,0,0
330,0,0,0,0
304,0,0,0,0
897,0,0,0,0
145,0,0,0,0
288,0,0,0,0
197,1,1,1,1
247,0,0,0,0
192,0,0,0,0
585,0,0,0,0
508,0,0,0,0
696,0,0,0,0
49,0,0,0,0
639,0,0,0,0
573,0,0,0,0
245,0,0,0,0
677,1,1,1,1
730,0,0,0,0
250,0,0,0,0
317,1,1,1,1
194,0,0,0,0
891,0,0,0,0
143,0,0,0,0
562,0,0,0,0
839,1,1,1,1
87,0,0,0,0
188,0,0,0,0
15,0,0,0,0
457,1,1,1,0
122,0,0,0,1
279,0,0,0,0
667,0,0,0,0
389,1,1,1,1
155,0,0,0,0
520,0,0,0,0
233,1,1,1,1
119,0,0,0,0
669,0,0,0,0
157,1,1,1,1
614,0,0,0,0
455,0,0,0,0
197,1,1,1,0
909,0,0,0,1
185,0,0,0,0
341,0,0,0,0
265,0,0,0,0
626,0,0,0,0
923,0,0,0,0
683,1,1,1,1
732,0,0,0,0
151,1,1,1,1
477,0,0,0,0
439,1,1,1,1
769,1,1,1,1
32,0,0,0,0
945,0,0,0,0
35,0,0,0,0
397,1,1,1,1
130,0,0,0,0
902,0,0,0,0
997,1,1,1,0
740,0,0,0,1
629,0,0,0,0
951,0,0,0,0
462,0,0,0,0
132,0,0,0,0
694,0,0,0,0
223,1,1,1,1
856,0,0,0,0
556,0,0,0,0
862,0,0,0,0
176,0,0,0,0
54,0,0,0,0
428,0,0,0,0
653,1,1,1,0
495,0,0,0,1
927,0,0,0,0
224,0,0,0,0
215,0,0,0,0
364,0,0,0,0
874,0,0,0,0
158,0,0,0,0
361,0,0,0,0
193,1,1,1,1
396,0,0,0,0
719,1,1,1,1
527,0,0,0,0
827,1,1,1,1
973,0,0,0,0
34,0,0,0,0
13,1,1,1,1
271,1,1,1,1
8,0,0,0,0
86,0,0,0,0
160,0,0,0,0
59,1,1,1,0
702,0,0,0,1
725,0,0,0,0
860,0,0,0,0
428,0,0,0,0
54,0,0,0,0
721,0,0,0,0
134,0,0,0,0
236,0,0,0,0
1,0,0,0,0
204,0,0,0,0
871,0,0,0,0
500,0,0,0,0
154,0,0,0,0
926,0,0,0,0
476,0,0,0,0
240,0,0,0,0
552,0,0,0,0
856,0,0,0,0
212,0,0,0,0
220,0,0,0,0
783,0,0,0,0
15,0,0,0,0
412,0,0,0,0
133,0,0,0,0
772,0,0,0,0
199,1,1,1,1
658,0,0,0,0
647,1,1,1,0
698,0,0,0,1
283,1,1,1,1
602,0,0,0,0
995,0,0,0,0
623,0,0,0,0
886,0,0,0,0
292,0,0,0,0
454,0,0,0,0
884,0,0,0,0
660,0,0,0,0
104,0,0,0,0
494,0,0,0,0
923,0,0,0,0
51,0,0,0,0
253,0,0,0,0
205,0,0,0,0
179,1,1,1,1
204,0,0,0,0
43,1,1,1,1
873,0,0,0,0
957,0,0,0,0
106,0,0,0,0
504,0,0,0,0
33,0,0,0,0
543,0,0,0,0
314,0,0,0,0
292,0,0,0,0
575,0,0,0,0
795,0,0,0,0
893,0,0,0,0
377,0,0,0,0
732,0,0,0,0
815,0,0,0,0
273,0,0,0,0
948,0,0,0,0
526,0,0,0,0
502,0,0,0,0
192,0,0,0,0
588,0,0,0,0
795,0,0,0,0
33,0,0,0,0
414,0,0,0,0
736,0,0,0,0
977,1,1,1,1
446,0,0,0,0
173,1,1,1,1
319,0,0,0,0
308,0,0,0,0
708,0,0,0,0
829,1,1,1,0
289,0,0,0,1
680,0,0,0,0
877,1,1,1,1
3,1,1,1,1
269,1,1,1,1
244,0,0,0,0
695,0,0,0,0
833,0,0,0,0
831,0,0,0,0
682,0,0,0,0
172,0,0,0,0
284,0,0,0,0
756,0,0,0,0
696,0,0,0,0
889,0,0,0,0
660,0,0,0,0
752,0,0,0,0
349,1,1,1,1
298,0,0,0,0
773,1,1,1,1
286,0,0,0,0
237,0,0,0,0
238,0,0,0,0
645,0,0,0,0
70,0,0,0,0
526,0,0,0,0
591,0,0,0,0
658,0,0,0,0
590,0,0,0,0
321,0,0,0,0
748,0,0,0,0
477,0,0,0,0
593,1,1,1,1
630,0,0,0,0
300,0,0,0,0
957,0,0,0,0
812,0,0,0,0
493,0,0,0,0
313,1,1,1,1
857,1,1,1,0
649,0,0,0,1
576,0,0,0,0
596,0,0,0,0
440,0,0,0,0
236,0,0,0,0
962,0,0,0,0
773,1,1,1,0
481,0,0,0,1
907,1,1,1,1
661,1,1,1,1
32,0,0,0,0
862,0,0,0,0
294,0,0,0,0
605,0,0,0,0
572,0,0,0,0
262,0,0,0,0
57,0,0,0,0
436,0,0,0,0
351,0,0,0,0
785,0,0,0,0
398,0,0,0,0
488,0,0,0,0
561,0,0,0,0
110,0,0,0,0
502,0,0,0,0
251,1,1,1,0
76,0,0,0,1
495,0,0,0,0
978,0,0,0,0
242,0,0,0,0
621,0,0,0,0
141,0,0,0,0
944,0,0,0,0
436,0,0,0,0
302,0,0,0,0
664,0,0,0,0
668,0,0,0,0
582,0,0,0,0
443,1,1,1,1
397,1,1,1,0
516,0,0,0,1
68,0,0,0,0
922,0,0,0,0
282,0,0,0,0
104,0,0,0,0
896,0,0,0,0
581,0,0,0,0
875,0,0,0,0
246,0,0,0,0
85,0,0,0,0
692,0,0,0,0
988,0,0,0,0
365,0,0,0,0
402,0,0,0,0
484,0,0,0,0
346,0,0,0,0
721,0,0,0,0
584,0,0,0,0
369,0,0,0,0
118,0,0,0,0
898,0,0,0,0
600,0,0,0,0
29,1,1,1,1
442,0,0,0,0
149,1,1,1,1
182,0,0,0,0
88,0,0,0,0
865,0,0,0,0
298,0,0,0,0
157,1,1,1,1
694,0,0,0,0
128,0,0,0,0
404,0,0,0,0
87,0,0,0,0
931,0,0,0,0
267,0,0,0,0
108,0,0,0,0
728,0,0,0,0
43,1,1,1,1
207,0,0,0,0
331,1,1,1,1
980,0,0,0,0
327,0,0,0,0
290,0,0,0,0
348,0,0,0,0
49,0,0,0,0
625,0,0,0,0
781,0,0,0,0
244,0,0,0,0
481,0,0,0,0
371,0,0,0,0
123,0,0,0,0
977,1,1,1,0
695,0,0,0,1
811,1,1,1,1
180,0,0,0,0
760,0,0,0,0
367,1,1,1,1
317,1,1,1,1
402,0,0,0,0
107,1,1,1,1
815,0,0,0,0
257,1,1,1,1
600,0,0,0,0
2,1,1,1,1
678,0,0,0,0
774,0,0,0,0
729,0,0,0,0
616,0,0,0,0
697,0,0,0,0
884,0,0,0,0
253,0,0,0,0
813,0,0,0,0
85,0,0,0,0
212,0,0,0,0
264,0,0,0,0
950,0,0,0,0
463,1,1,1,1
465,0,0,0,0
356,0,0,0,0
737,0,0,0,0
254,0,0,0,0
179,1,1,1,1
53,1,1,1,1
973,0,0,0,0
861,0,0,0,0
232,0,0,0,0
265,0,0,0,0
893,0,0,0,0
148,0,0,0,0
965,0,0,0,0
851,0,0,0,0
386,0,0,0,0
455,0,0,0,0
60,0,0,0,0
671,0,0,0,0
142,0,0,0,0
887,1,1,1,0
323,0,0,0,1
314,0,0,0,0
763,0,0,0,0
912,0,0,0,0
710,0,0,0,0
947,1,1,1,0
808,0,0,0,1
876,0,0,0,0
423,0,0,0,0
521,1,1,1,1
803,0,0,0,0
832,0,0,0,0
23,1,1,1,1
476,0,0,0,0
702,0,0,0,0
605,0,0,0,0
247,0,0,0,0
535,0,0,0,0
344,0,0,0,0
783,0,0,0,0
469,0,0,0,0
388,0,0,0,0
372,0,0,0,0
215,0,0,0,0
148,0,0,0,0
530,0,0,0,0
305,0,0,0,0
931,0,0,0,0
919,1,1,1,0
46,0,0,0,1
995,0,0,0,0
803,0,0,0,0
43,1,1,1,1
75,0,0,0,0
28,0,0,0,0
603,0,0,0,0
505,0,0,0,0
788,0,0,0,0
737,0,0,0,0
277,1,1,1,1
964,0,0,0,0
98,0,0,0,0
731,0,0,0,0
395,0,0,0,0
979,0,0,0,0
23,1,1,1,1
127,1,1,1,1
522,0,0,0,0
468,0,0,0,0
652,0,0,0,0
364,0,0,0,0
352,0,0,0,0
175,0,0,0,0
989,0,0,0,0
518,0,0,0,0
69,0,0,0,0
612,0,0,0,0
297,0,0,0,0
752,0,0,0,0
924,0,0,0,0
84,0,0,0,0
909,0,0,0,0
324,0,0,0,0
894,0,0,0,0
267,0,0,0,0
217,0,0,0,0
482,0,0,0,0
713,0,0,0,1
17,1,1,1,0
880,0,0,0,0
400,0,0,0,0
224,0,0,0,1
397,1,1,1,0
729,0,0,0,0
102,0,0,0,1
647,1,1,1,0
752,0,0,0,1
787,1,1,1,0
236,0,0,0,1
359,1,1,1,1
101,1,1,1,0
380,0,0,0,1
257,1,1,1,0
94,0,0,0,0
517,0,0,0,0
125,0,0,0,1
101,1,1,1,1
857,1,1,1,1
541,1,1,1,0
961,0,0,0,0
883,1,1,1,1
681,0,0,0,0
98,0,0,0,1
571,1,1,1,0
740,0,0,0,0
745,0,0,0,0
921,0,0,0,0
825,0,0,0,0
567,0,0,0,0
696,0,0,0,0
26,0,0,0,0
617,1,1,1,1
731,0,0,0,0
505,0,0,0,0
520,0,0,0,0
273,0,0,0,0
33,0,0,0,0
883,1,1,1,1
661,1,1,1,1
790,0,0,0,0
154,0,0,0,0
600,0,0,0,0
908,0,0,0,0
446,0,0,0,0
89,1,1,1,1
466,0,0,0,0
641,1,1,1,1
690,0,0,0,0
709,1,1,1,1
440,0,0,0,0
287,0,0,0,0
911,1,1,1,1
471,0,0,0,0
483,0,0,0,0
607,1,1,1,1
349,1,1,1,1
907,1,1,1,0
744,0,0,0,1
835,0,0,0,0
501,0,0,0,0
489,0,0,0,0
776,0,0,0,0
440,0,0,0,0
904,0,0,0,0
646,0,0,0,0
152,0,0,0,0
514,0,0,0,0
891,0,0,0,0
231,0,0,0,0
322,0,0,0,0
744,0,0,0,0
766,0,0,0,0
294,0,0,0,0
368,0,0,0,0
61,1,1,1,1
917,0,0,0,0
691,1,1,1,1
735,0,0,0,0
769,1,1,1,1
305,0,0,0,0
511,0,0,0,0
18,0,0,0,0
41,1,1,1,0
44,0,0,0,1
941,1,1,1,1
881,1,1,1,1
900,0,0,0,0
574,0,0,0,0
506,0,0,0,0
900,0,0,0,0
418,0,0,0,0
798,0,0,0,0
897,0,0,0,0
88,0,0,0,0
73,1,1,1,1
87,0,0,0,0
321,0,0,0,0
922,0,0,0,0
255,0,0,0,0
561,0,0,0,0
354,0,0,0,0
245,0,0,0,0
955,0,0,0,0
178,0,0,0,0
151,1,1,1,1
974,0,0,0,0
261,0,0,0,0
129,0,0,0,0
319,0,0,0,0
42,0,0,0,0
262,0,0,0,0
817,0,0,0,0
994,0,0,0,0
493,0,0,0,0
8,0,0,0,0
845,0,0,0,0
882,0,0,0,0
570,0,0,0,0
232,0,0,0,0
17,1,1,1,1
409,1,1,1,1
721,0,0,0,0
328,0,0,0,0
280,0,0,0,0
158,0,0,0,0
732,0,0,0,0
514,0,0,0,0
19,1,1,1,1
967,1,1,1,1
172,0,0,0,0
301,0,0,0,0
548,0,0,0,0
466,0,0,0,0
146,0,0,0,0
866,0,0,0,0
631,1,1,1,1
589,0,0,0,0
711,0,0,0,0
551,0,0,0,0
217,0,0,0,0
460,0,0,0,0
344,0,0,0,0
122,0,0,0,0
178,0,0,0,0
626,0,0,0,0
942,0,0,0,0
437,0,0,0,0
448,0,0,0,0
870,0,0,0,0
942,0,0,0,0
381,0,0,0,0
141,0,0,0,0
582,0,0,0,0
327,0,0,0,0
1,0,0,0,0
651,0,0,0,0
969,0,0,0,0
253,0,0,0,0
233,1,1,1,1
667,0,0,0,0
552,0,0,0,0
79,1,1,1,1
367,1,1,1,1
957,0,0,0,0
818,0,0,0,0
37,1,1,1,1
78,0,0,0,0
769,1,1,1,0
208,0,0,0,1
761,1,1,1,0
345,0,0,0,1
477,0,0,0,0
844,0,0,0,0
151,1,1,1,1
582,0,0,0,0
498,0,0,0,0
516,0,0,0,0
211,1,1,1,1
881,1,1,1,1
917,0,0,0,0
685,0,0,0,0
232,0,0,0,0
73,1,1,1,1
905,0,0,0,0
466,0,0,0,0
305,0,0,0,0
386,0,0,0,0
653,1,1,1,1
297,0,0,0,0
786,0,0,0,0
498,0,0,0,0
72,0,0,0,0
23,1,1,1,1
98,0,0,0,0
870,0,0,0,0
53,1,1,1,1
788,0,0,0,0
661,1,1,1,1
537,0,0,0,0
306,0,0,0,0
49,0,0,0,0
215,0,0,0,0
878,0,0,0,0
786,0,0,0,0
9,0,0,0,0
644,0,0,0,0
26,0,0,0,0
40,0,0,0,0
582,0,0,0,0
938,0,0,0,0
672,0,0,0,0
665,0,0,0,0
262,0,0,0,0
675,0,0,0,0
164,0,0,0,0
687,0,0,0,0
121,0,0,0,0
596,0,0,0,0
148,0,0,0,0
913,0,0,0,1
449,1,1,1,0
992,0,0,0,0
42,0,0,0,0
464,0,0,0,1
431,1,1,1,0
712,0,0,0,0
242,0,0,0,1
313,1,1,1,0
451,0,0,0,0
226,0,0,0,0
950,0,0,0,0
856,0,0,0,0
630,0,0,0,0
741,0,0,0,0
995,0,0,0,0
883,1,1,1,1
62,0,0,0,0
603,0,0,0,0
950,0,0,0,0
780,0,0,0,0
809,1,1,1,1
531,0,0,0,0
63,0,0,0,0
906,0,0,0,0
140,0,0,0,0
537,0,0,0,0
648,0,0,0,0
180,0,0,0,0
264,0,0,0,0
926,0,0,0,0
122,0,0,0,0
727,1,1,1,1
145,0,0,0,0
755,0,0,0,0
154,0,0,0,0
906,0,0,0,0
829,1,1,1,0
706,0,0,0,1
444,0,0,0,0
835,0,0,0,0
57,0,0,0,0
473,0,0,0,0
517,0,0,0,0
143,0,0,0,0
927,0,0,0,0
35,0,0,0,0
622,0,0,0,0
185,0,0,0,0
982,0,0,0,0
813,0,0,0,0
664,0,0,0,0
18,0,0,0,0
255,0,0,0,0
760,0,0,0,0
278,0,0,0,0
802,0,0,0,0
61,1,1,1,1
47,1,1,1,1
408,0,0,0,0
732,0,0,0,0
617,1,1,1,1
872,0,0,0,0
122,0,0,0,0
594,0,0,0,0
99,0,0,0,0
290,0,0,0,0
925,0,0,0,0
985,0,0,0,0
524,0,0,0,0
561,0,0,0,0
555,0,0,0,0
945,0,0,0,0
141,0,0,0,0
416,0,0,0,0
258,0,0,0,0
745,0,0,0,0
525,0,0,0,0
171,0,0,0,0
893,0,0,0,0
916,0,0,0,0
844,0,0,0,0
501,0,0,0,0
441,0,0,0,0
154,0,0,0,0
548,0,0,0,0
684,0,0,0,0
717,0,0,0,0
769,1,1,1,1
484,0,0,0,0
326,0,0,0,0
156,0,0,0,0
459,0,0,0,0
126,0,0,0,0
82,0,0,0,0
607,1,1,1,0
160,0,0,0,1
560,0,0,0,0
681,0,0,0,0
735,0,0,0,0
976,0,0,0,0
922,0,0,0,0
206,0,0,0,0
408,0,0,0,0
831,0,0,0,0
57,0,0,0,0
126,0,0,0,0
340,0,0,0,0
852,0,0,0,0
56,0,0,0,0
625,0,0,0,0
292,0,0,0,0
651,0,0,0,0
309,0,0,0,0
156,0,0,0,0
345,0,0,0,0
401,1,1,1,1
376,0,0,0,0
168,0,0,0,0
807,0,0,0,0
683,1,1,1,0
510,0,0,0,1
744,0,0,0,0
220,0,0,0,0
92,0,0,0,0
595,0,0,0,0
592,0,0,0,0
263,1,1,1,1
485,0,0,0,0
700,0,0,0,0
661,1,1,1,1
531,0,0,0,0
98,0,0,0,0
627,0,0,0,0
677,1,1,1,1
582,0,0,0,0
100,0,0,0,0
935,0,0,0,0
72,0,0,0,0
80,0,0,0,0
260,0,0,0,0
624,0,0,0,0
274,0,0,0,0
301,0,0,0,0
900,0,0,0,0
478,0,0,0,0
87,0,0,0,0
739,1,1,1,1
181,1,1,1,1
176,0,0,0,0
619,1,1,1,0
697,0,0,0,1
312,0,0,0,0
134,0,0,0,0
435,0,0,0,0
666,0,0,0,0
691,1,1,1,1
182,0,0,0,0
198,0,0,0,0
546,0,0,0,0
985,0,0,0,0
317,1,1,1,1
668,0,0,0,0
224,0,0,0,0
121,0,0,0,0
332,0,0,0,0
429,0,0,0,0
202,0,0,0,0
482,0,0,0,0
361,0,0,0,0
315,0,0,0,0
39,0,0,0,0
777,0,0,0,0
690,0,0,0,0
517,0,0,0,0
749,0,0,0,0
441,0,0,0,0
500,0,0,0,0
52,0,0,0,0
28,0,0,0,0
46,0,0,0,0
121,0,0,0,0
338,0,0,0,0
641,1,1,1,0
98,0,0,0,0
694,0,0,0,0
452,0,0,0,0
260,0,0,0,0
141,0,0,0,0
156,0,0,0,0
767,0,0,0,0
147,0,0,0,0
851,0,0,0,0
327,0,0,0,0
399,0,0,0,0
516,0,0,0,0
916,0,0,0,0
532,0,0,0,1
131,1,1,1,0
823,1,1,1,1
231,0,0,0,0
150,0,0,0,0
44,0,0,0,0
532,0,0,0,0
77,0,0,0,0
578,0,0,0,0
916,0,0,0,1
197,1,1,1,0
74,0,0,0,0
333,0,0,0,0
552,0,0,0,0
905,0,0,0,0
901,0,0,0,0
468,0,0,0,0
988,0,0,0,0
817,0,0,0,0
515,0,0,0,0
333,0,0,0,1
531,0,0,0,0
690,0,0,0,0
265,0,0,0,0
729,0,0,0,0
31,1,1,1,1
600,0,0,0,0
821,1,1,1,0
150,0,0,0,1
309,0,0,0,0
617,1,1,1,1
204,0,0,0,0
594,0,0,0,0
777,0,0,0,0
625,0,0,0,0
635,0,0,0,0
176,0,0,0,0
745,0,0,0,0
569,1,1,1,1
364,0,0,0,0
215,0,0,0,0
657,0,0,0,0
889,0,0,0,0
150,0,0,0,0
318,0,0,0,0
401,1,1,1,1
739,1,1,1,1
483,0,0,0,0
910,0,0,0,0
267,0,0,0,0
742,0,0,0,0
492,0,0,0,0
589,0,0,0,0
240,0,0,0,0
904,0,0,0,0
309,0,0,0,0
627,0,0,0,0
333,0,0,0,0
130,0,0,0,0
377,0,0,0,0
983,1,1,1,0
789,0,0,0,1
618,0,0,0,0
872,0,0,0,0
731,0,0,0,0
855,0,0,0,0
915,0,0,0,0
88,0,0,0,0
142,0,0,0,0
61,1,1,1,1
662,0,0,0,0
913,0,0,0,0
42,0,0,0,0
857,1,1,1,1
721,0,0,0,0
602,0,0,0,0
711,0,0,0,0
697,0,0,0,0
621,0,0,0,0
689,0,0,0,0
100,0,0,0,0
406,0,0,0,0
941,1,1,1,0
430,0,0,0,1
20,0,0,0,0
430,0,0,0,0
551,0,0,0,0
356,0,0,0,0
904,0,0,0,0
620,0,0,0,0
920,0,0,0,0
813,0,0,0,0
142,0,0,0,0
691,1,1,1,1
722,0,0,0,0
403,0,0,0,0
264,0,0,0,0
708,0,0,0,0
122,0,0,0,0
927,0,0,0,0
243,0,0,0,0
78,0,0,0,0
13,1,1,1,1
220,0,0,0,0
310,0,0,0,0
667,0,0,0,0
895,0,0,0,0
675,0,0,0,0
828,0,0,0,0
944,0,0,0,0
611,0,0,0,0
135,0,0,0,0
933,0,0,0,0
94,0,0,0,0
204,0,0,0,0
454,0,0,0,0
872,0,0,0,0
460,0,0,0,0
263,1,1,1,1
853,1,1,1,0
603,0,0,0,1
377,0,0,0,0
245,0,0,0,0
424,0,0,0,0
7,1,1,1,1
564,0,0,0,0
712,0,0,0,0
761,1,1,1,1
736,0,0,0,0
44,0,0,0,0
539,0,0,0,0
857,1,1,1,1
17,1,1,1,1
606,0,0,0,0
406,0,0,0,0
547,1,1,1,1
772,0,0,0,0
689,0,0,0,0
649,0,0,0,0
22,0,0,0,0
810,0,0,0,0
757,1,1,1,1
202,0,0,0,0
65,0,0,0,0
972,0,0,0,0
974,0,0,0,0
857,1,1,1,0
642,0,0,0,1
237,0,0,0,0
630,0,0,0,0
566,0,0,0,0
542,0,0,0,0
15,0,0,0,0
276,0,0,0,0
443,1,1,1,1
752,0,0,0,0
109,1,1,1,1
782,0,0,0,0
874,0,0,0,0
394,0,0,0,0
453,0,0,0,0
618,0,0,0,0
426,0,0,0,0
204,0,0,0,0
89,1,1,1,1
229,1,1,1,0
796,0,0,0,1
520,0,0,0,0
520,0,0,0,0
429,0,0,0,0
854,0,0,0,0
121,0,0,0,0
945,0,0,0,0
798,0,0,0,0
147,0,0,0,0
150,0,0,0,0
491,1,1,1,1
965,0,0,0,0
788,0,0,0,0
578,0,0,0,0
323,0,0,0,0
663,0,0,0,0
178,0,0,0,0
248,0,0,0,0
5,1,1,1,1
876,0,0,0,0
207,0,0,0,0
247,0,0,0,0
558,0,0,0,0
738,0,0,0,0
472,0,0,0,0
525,0,0,0,0
671,0,0,0,0
53,1,1,1,1
671,0,0,0,0
674,0,0,0,0
53,1,1,1,1
397,1,1,1,1
703,0,0,0,0
235,0,0,0,0
857,1,1,1,1
470,0,0,0,0
249,0,0,0,0
54,0,0,0,0
321,0,0,0,0
990,0,0,0,0
891,0,0,0,0
960,0,0,0,0
548,0,0,0,0
582,0,0,0,0
880,0,0,0,0
796,0,0,0,0
2,1,1,1,1
400,0,0,0,0
951,0,0,0,0
484,0,0,0,0
19,1,1,1,1
888,0,0,0,0
125,0,0,0,0
455,0,0,0,0
946,0,0,0,0
855,0,0,0,0
870,0,0,0,0
694,0,0,0,0
909,0,0,0,0
144,0,0,0,0
605,0,0,0,0
934,0,0,0,0
21,0,0,0,0
447,0,0,0,0
177,0,0,0,0
301,0,0,0,0
237,0,0,0,0
528,0,0,0,0
841,0,0,0,0
21,0,0,0,0
824,0,0,0,0
736,0,0,0,0
908,0,0,0,0
466,0,0,0,0
598,0,0,0,0
856,0,0,0,0
559,0,0,0,0
339,0,0,0,0
663,0,0,0,0
986,0,0,0,1
859,1,1,1,0
608,0,0,0,1
157,1,1,1,0
381,0,0,0,0
779,0,0,0,0
391,0,0,0,0
918,0,0,0,0
239,1,1,1,1
262,0,0,0,0
349,1,1,1,1
484,0,0,0,0
387,0,0,0,0
224,0,0,0,0
374,0,0,0,0
66,0,0,0,0
142,0,0,0,0
386,0,0,0,0
504,0,0,0,0
116,0,0,0,0
755,0,0,0,0
244,0,0,0,0
223,1,1,1,1
295,0,0,0,0
460,0,0,0,0
797,1,1,1,1
494,0,0,0,0
138,0,0,0,0
692,0,0,0,0
632,0,0,0,0
400,0,0,0,0
187,0,0,0,0
9,0,0,0,0
160,0,0,0,0
418,0,0,0,0
211,1,1,1,1
945,0,0,0,0
275,0,0,0,0
725,0,0,0,0
389,1,1,1,0
60,0,0,0,1
166,0,0,0,0
289,0,0,0,0
493,0,0,0,0
186,0,0,0,0
29,1,1,1,1
266,0,0,0,0
317,1,1,1,1
647,1,1,1,1
959,0,0,0,0
787,1,1,1,1
501,0,0,0,0
610,0,0,0,0
952,0,0,0,0
274,0,0,0,0
614,0,0,0,0
554,0,0,0,0
572,0,0,0,0
344,0,0,0,0
370,0,0,0,0
949,0,0,0,0
951,0,0,0,0
952,0,0,0,0
925,0,0,0,0
430,0,0,0,0
461,1,1,1,1
277,1,1,1,1
487,1,1,1,1
325,0,0,0,0
809,1,1,1,1
820,0,0,0,0
954,0,0,0,0
641,1,1,1,1
502,0,0,0,0
366,0,0,0,0
519,0,0,0,0
305,0,0,0,0
473,0,0,0,0
279,0,0,0,0
294,0,0,0,0
917,0,0,0,0
165,0,0,0,0
902,0,0,0,0
783,0,0,0,0
546,0,0,0,0
97,1,1,1,1
42,0,0,0,0
342,0,0,0,0
971,1,1,1,1
199,1,1,1,1
224,0,0,0,0
244,0,0,0,0
621,0,0,0,0
454,0,0,0,0
588,0,0,0,0
472,0,0,0,0
148,0,0,0,0
742,0,0,0,0
762,0,0,0,0
136,0,0,0,0
847,0,0,0,0
908,0,0,0,0
881,1,1,1,1
400,0,0,0,0
981,0,0,0,0
21,0,0,0,0
836,0,0,0,0
138,0,0,0,0
679,0,0,0,0
595,0,0,0,0
488,0,0,0,0
153,0,0,0,0
995,0,0,0,0
135,0,0,0,1
977,1,1,1,0
815,0,0,0,0
145,0,0,0,0
42,0,0,0,0
159,0,0,0,0
893,0,0,0,0
206,0,0,0,0
657,0,0,0,1
617,1,1,1,0
380,0,0,0,0
